date,item,quantity_used
2024-05-12,Rice (kg),27.2
2024-05-13,Rice (kg),22.8
2024-05-14,Rice (kg),31.3
2024-05-15,Rice (kg),21.6
2024-05-16,Rice (kg),30.2
2024-05-17,Rice (kg),35.9
2024-05-18,Rice (kg),35.0
2024-05-19,Rice (kg),35.8
2024-05-20,Rice (kg),29.3
2024-05-21,Rice (kg),29.9
2024-05-22,Rice (kg),26.4
2024-05-23,Rice (kg),27.9
2024-05-24,Rice (kg),45.6
2024-05-25,Rice (kg),38.3
2024-05-26,Rice (kg),36.1
2024-05-27,Rice (kg),29.2
2024-05-28,Rice (kg),24.6
2024-05-29,Rice (kg),28.3
2024-05-30,Rice (kg),26.4
2024-05-31,Rice (kg),37.1
2024-06-01,Rice (kg),29.5
2024-06-02,Rice (kg),23.7
2024-06-03,Rice (kg),24.8
2024-06-04,Rice (kg),29.8
2024-06-05,Rice (kg),36.8
2024-06-06,Rice (kg),31.0
2024-06-07,Rice (kg),28.9
2024-06-08,Rice (kg),31.9
2024-06-09,Rice (kg),29.0
2024-06-10,Rice (kg),26.0
2024-06-11,Rice (kg),23.1
2024-06-12,Rice (kg),20.1
2024-06-13,Rice (kg),28.4
2024-06-14,Rice (kg),33.4
2024-06-15,Rice (kg),31.9
2024-06-16,Rice (kg),33.9
2024-06-17,Rice (kg),34.7
2024-06-18,Rice (kg),27.0
2024-06-19,Rice (kg),25.0
2024-06-20,Rice (kg),30.0
2024-06-21,Rice (kg),25.9
2024-06-22,Rice (kg),35.5
2024-06-23,Rice (kg),29.4
2024-06-24,Rice (kg),23.2
2024-06-25,Rice (kg),27.0
2024-06-26,Rice (kg),33.2
2024-06-27,Rice (kg),23.6
2024-06-28,Rice (kg),36.4
2024-06-29,Rice (kg),34.1
2024-06-30,Rice (kg),27.1
2024-07-01,Rice (kg),30.3
2024-07-02,Rice (kg),23.4
2024-07-03,Rice (kg),20.9
2024-07-04,Rice (kg),23.6
2024-07-05,Rice (kg),29.9
2024-07-06,Rice (kg),35.3
2024-07-07,Rice (kg),30.0
2024-07-08,Rice (kg),33.0
2024-07-09,Rice (kg),28.0
2024-07-10,Rice (kg),24.3
2024-07-11,Rice (kg),23.9
2024-07-12,Rice (kg),34.2
2024-07-13,Rice (kg),25.2
2024-07-14,Rice (kg),24.7
2024-07-15,Rice (kg),24.0
2024-07-16,Rice (kg),30.1
2024-07-17,Rice (kg),28.4
2024-07-18,Rice (kg),27.9
2024-07-19,Rice (kg),33.0
2024-07-20,Rice (kg),25.3
2024-07-21,Rice (kg),32.8
2024-07-22,Rice (kg),21.1
2024-07-23,Rice (kg),31.6
2024-07-24,Rice (kg),28.4
2024-07-25,Rice (kg),28.2
2024-07-26,Rice (kg),36.2
2024-07-27,Rice (kg),36.0
2024-07-28,Rice (kg),35.8
2024-07-29,Rice (kg),30.4
2024-07-30,Rice (kg),26.8
2024-07-31,Rice (kg),23.9
2024-08-01,Rice (kg),30.8
2024-08-02,Rice (kg),41.3
2024-08-03,Rice (kg),39.7
2024-08-04,Rice (kg),35.0
2024-08-05,Rice (kg),32.4
2024-08-06,Rice (kg),28.4
2024-08-07,Rice (kg),31.8
2024-08-08,Rice (kg),28.0
2024-08-09,Rice (kg),37.2
2024-08-10,Rice (kg),44.8
2024-08-11,Rice (kg),40.0
2024-08-12,Rice (kg),37.1
2024-08-13,Rice (kg),28.2
2024-08-14,Rice (kg),28.7
2024-08-15,Rice (kg),31.4
2024-08-16,Rice (kg),40.0
2024-08-17,Rice (kg),37.1
2024-08-18,Rice (kg),42.2
2024-08-19,Rice (kg),30.1
2024-08-20,Rice (kg),37.9
2024-08-21,Rice (kg),36.6
2024-08-22,Rice (kg),28.4
2024-08-23,Rice (kg),41.4
2024-08-24,Rice (kg),38.4
2024-08-25,Rice (kg),43.5
2024-08-26,Rice (kg),31.5
2024-08-27,Rice (kg),35.1
2024-08-28,Rice (kg),36.2
2024-08-29,Rice (kg),23.2
2024-08-30,Rice (kg),32.9
2024-08-31,Rice (kg),41.2
2024-09-01,Rice (kg),40.4
2024-09-02,Rice (kg),39.1
2024-09-03,Rice (kg),36.2
2024-09-04,Rice (kg),30.4
2024-09-05,Rice (kg),37.0
2024-09-06,Rice (kg),38.9
2024-09-07,Rice (kg),41.2
2024-09-08,Rice (kg),40.3
2024-09-09,Rice (kg),38.0
2024-09-10,Rice (kg),31.1
2024-09-11,Rice (kg),32.5
2024-09-12,Rice (kg),28.3
2024-09-13,Rice (kg),52.0
2024-09-14,Rice (kg),39.7
2024-09-15,Rice (kg),40.4
2024-09-16,Rice (kg),33.5
2024-09-17,Rice (kg),35.8
2024-09-18,Rice (kg),36.8
2024-09-19,Rice (kg),41.3
2024-09-20,Rice (kg),45.7
2024-09-21,Rice (kg),46.6
2024-09-22,Rice (kg),43.1
2024-09-23,Rice (kg),39.4
2024-09-24,Rice (kg),44.8
2024-09-25,Rice (kg),40.1
2024-09-26,Rice (kg),41.6
2024-09-27,Rice (kg),38.5
2024-09-28,Rice (kg),48.9
2024-09-29,Rice (kg),48.1
2024-09-30,Rice (kg),46.4
2024-10-01,Rice (kg),30.5
2024-10-02,Rice (kg),41.8
2024-10-03,Rice (kg),41.4
2024-10-04,Rice (kg),48.5
2024-10-05,Rice (kg),45.9
2024-10-06,Rice (kg),49.4
2024-10-07,Rice (kg),45.6
2024-10-08,Rice (kg),43.2
2024-10-09,Rice (kg),42.1
2024-10-10,Rice (kg),42.6
2024-10-11,Rice (kg),48.1
2024-10-12,Rice (kg),50.1
2024-10-13,Rice (kg),47.2
2024-10-14,Rice (kg),36.4
2024-10-15,Rice (kg),50.0
2024-10-16,Rice (kg),37.7
2024-10-17,Rice (kg),44.5
2024-10-18,Rice (kg),45.9
2024-10-19,Rice (kg),50.2
2024-10-20,Rice (kg),47.7
2024-10-21,Rice (kg),45.6
2024-10-22,Rice (kg),42.6
2024-10-23,Rice (kg),41.0
2024-10-24,Rice (kg),47.6
2024-10-25,Rice (kg),57.9
2024-10-26,Rice (kg),54.2
2024-10-27,Rice (kg),53.4
2024-10-28,Rice (kg),43.0
2024-10-29,Rice (kg),47.0
2024-10-30,Rice (kg),49.3
2024-10-31,Rice (kg),45.1
2024-11-01,Rice (kg),57.5
2024-11-02,Rice (kg),53.9
2024-11-03,Rice (kg),55.7
2024-11-04,Rice (kg),46.5
2024-11-05,Rice (kg),46.7
2024-11-06,Rice (kg),49.7
2024-11-07,Rice (kg),50.5
2024-11-08,Rice (kg),56.6
2024-11-09,Rice (kg),51.3
2024-11-10,Rice (kg),52.6
2024-11-11,Rice (kg),49.6
2024-11-12,Rice (kg),42.4
2024-11-13,Rice (kg),54.2
2024-11-14,Rice (kg),51.4
2024-11-15,Rice (kg),56.5
2024-11-16,Rice (kg),53.6
2024-11-17,Rice (kg),59.9
2024-11-18,Rice (kg),49.6
2024-11-19,Rice (kg),58.5
2024-11-20,Rice (kg),52.6
2024-11-21,Rice (kg),45.2
2024-11-22,Rice (kg),60.2
2024-11-23,Rice (kg),55.3
2024-11-24,Rice (kg),55.5
2024-11-25,Rice (kg),50.7
2024-11-26,Rice (kg),51.3
2024-11-27,Rice (kg),52.9
2024-11-28,Rice (kg),55.1
2024-11-29,Rice (kg),60.0
2024-11-30,Rice (kg),55.4
2024-12-01,Rice (kg),53.0
2024-12-02,Rice (kg),49.2
2024-12-03,Rice (kg),54.0
2024-12-04,Rice (kg),56.1
2024-12-05,Rice (kg),60.0
2024-12-06,Rice (kg),53.5
2024-12-07,Rice (kg),59.3
2024-12-08,Rice (kg),58.1
2024-12-09,Rice (kg),51.5
2024-12-10,Rice (kg),53.7
2024-12-11,Rice (kg),52.3
2024-12-12,Rice (kg),52.3
2024-12-13,Rice (kg),56.8
2024-12-14,Rice (kg),61.0
2024-12-15,Rice (kg),63.7
2024-12-16,Rice (kg),60.1
2024-12-17,Rice (kg),51.5
2024-12-18,Rice (kg),49.5
2024-12-19,Rice (kg),52.7
2024-12-20,Rice (kg),56.4
2024-12-21,Rice (kg),63.9
2024-12-22,Rice (kg),56.6
2024-12-23,Rice (kg),54.2
2024-12-24,Rice (kg),48.5
2024-12-25,Rice (kg),52.5
2024-12-26,Rice (kg),54.7
2024-12-27,Rice (kg),66.1
2024-12-28,Rice (kg),57.2
2024-12-29,Rice (kg),61.5
2024-12-30,Rice (kg),45.7
2024-12-31,Rice (kg),49.2
2025-01-01,Rice (kg),50.8
2025-01-02,Rice (kg),52.0
2025-01-03,Rice (kg),61.8
2025-01-04,Rice (kg),62.6
2025-01-05,Rice (kg),53.6
2025-01-06,Rice (kg),56.1
2025-01-07,Rice (kg),49.5
2025-01-08,Rice (kg),61.3
2025-01-09,Rice (kg),55.2
2025-01-10,Rice (kg),60.5
2025-01-11,Rice (kg),59.2
2025-01-12,Rice (kg),59.7
2025-01-13,Rice (kg),53.8
2025-01-14,Rice (kg),51.0
2025-01-15,Rice (kg),56.7
2025-01-16,Rice (kg),54.8
2025-01-17,Rice (kg),62.6
2025-01-18,Rice (kg),59.3
2025-01-19,Rice (kg),62.2
2025-01-20,Rice (kg),50.4
2025-01-21,Rice (kg),67.6
2025-01-22,Rice (kg),50.5
2025-01-23,Rice (kg),51.5
2025-01-24,Rice (kg),63.0
2025-01-25,Rice (kg),64.0
2025-01-26,Rice (kg),55.8
2025-01-27,Rice (kg),46.3
2025-01-28,Rice (kg),47.3
2025-01-29,Rice (kg),48.8
2025-01-30,Rice (kg),49.5
2025-01-31,Rice (kg),57.9
2025-02-01,Rice (kg),62.6
2025-02-02,Rice (kg),62.7
2025-02-03,Rice (kg),49.8
2025-02-04,Rice (kg),54.3
2025-02-05,Rice (kg),55.6
2025-02-06,Rice (kg),57.6
2025-02-07,Rice (kg),57.2
2025-02-08,Rice (kg),54.7
2025-02-09,Rice (kg),60.6
2025-02-10,Rice (kg),57.5
2025-02-11,Rice (kg),49.2
2025-02-12,Rice (kg),59.0
2025-02-13,Rice (kg),58.0
2025-02-14,Rice (kg),55.9
2025-02-15,Rice (kg),50.5
2025-02-16,Rice (kg),54.3
2025-02-17,Rice (kg),49.1
2025-02-18,Rice (kg),52.5
2025-02-19,Rice (kg),43.6
2025-02-20,Rice (kg),59.8
2025-02-21,Rice (kg),65.3
2025-02-22,Rice (kg),52.9
2025-02-23,Rice (kg),48.2
2025-02-24,Rice (kg),48.8
2025-02-25,Rice (kg),51.0
2025-02-26,Rice (kg),54.6
2025-02-27,Rice (kg),51.9
2025-02-28,Rice (kg),54.1
2025-03-01,Rice (kg),46.8
2025-03-02,Rice (kg),56.6
2025-03-03,Rice (kg),51.7
2025-03-04,Rice (kg),47.0
2025-03-05,Rice (kg),49.1
2025-03-06,Rice (kg),48.7
2025-03-07,Rice (kg),52.7
2025-03-08,Rice (kg),48.9
2025-03-09,Rice (kg),54.7
2025-03-10,Rice (kg),41.5
2025-03-11,Rice (kg),52.6
2025-03-12,Rice (kg),43.2
2025-03-13,Rice (kg),48.6
2025-03-14,Rice (kg),49.5
2025-03-15,Rice (kg),53.8
2025-03-16,Rice (kg),51.2
2025-03-17,Rice (kg),48.0
2025-03-18,Rice (kg),42.5
2025-03-19,Rice (kg),39.0
2025-03-20,Rice (kg),44.2
2025-03-21,Rice (kg),49.7
2025-03-22,Rice (kg),44.9
2025-03-23,Rice (kg),48.0
2025-03-24,Rice (kg),37.9
2025-03-25,Rice (kg),44.9
2025-03-26,Rice (kg),42.7
2025-03-27,Rice (kg),44.1
2025-03-28,Rice (kg),60.3
2025-03-29,Rice (kg),50.3
2025-03-30,Rice (kg),51.0
2025-03-31,Rice (kg),45.8
2025-04-01,Rice (kg),42.5
2025-04-02,Rice (kg),40.5
2025-04-03,Rice (kg),46.2
2025-04-04,Rice (kg),52.7
2025-04-05,Rice (kg),36.7
2025-04-06,Rice (kg),47.5
2025-04-07,Rice (kg),40.6
2025-04-08,Rice (kg),39.5
2025-04-09,Rice (kg),46.6
2025-04-10,Rice (kg),39.3
2025-04-11,Rice (kg),50.7
2025-04-12,Rice (kg),44.9
2025-04-13,Rice (kg),45.3
2025-04-14,Rice (kg),43.6
2025-04-15,Rice (kg),37.6
2025-04-16,Rice (kg),39.7
2025-04-17,Rice (kg),35.8
2025-04-18,Rice (kg),42.5
2025-04-19,Rice (kg),48.7
2025-04-20,Rice (kg),48.0
2025-04-21,Rice (kg),34.9
2025-04-22,Rice (kg),34.6
2025-04-23,Rice (kg),49.3
2025-04-24,Rice (kg),36.4
2025-04-25,Rice (kg),41.3
2025-04-26,Rice (kg),46.7
2025-04-27,Rice (kg),41.4
2025-04-28,Rice (kg),36.9
2025-04-29,Rice (kg),41.7
2025-04-30,Rice (kg),42.0
2025-05-01,Rice (kg),37.1
2025-05-02,Rice (kg),49.1
2025-05-03,Rice (kg),43.0
2025-05-04,Rice (kg),42.4
2025-05-05,Rice (kg),37.2
2025-05-06,Rice (kg),35.9
2025-05-07,Rice (kg),39.1
2025-05-08,Rice (kg),38.0
2025-05-09,Rice (kg),39.6
2025-05-10,Rice (kg),43.3
2025-05-11,Rice (kg),40.3
2025-05-12,Rice (kg),34.0
2025-05-13,Rice (kg),35.6
2025-05-14,Rice (kg),40.1
2025-05-15,Rice (kg),37.0
2025-05-16,Rice (kg),46.9
2025-05-17,Rice (kg),47.9
2025-05-18,Rice (kg),41.4
2025-05-19,Rice (kg),33.0
2025-05-20,Rice (kg),32.2
2025-05-21,Rice (kg),36.4
2025-05-22,Rice (kg),38.6
2025-05-23,Rice (kg),47.4
2025-05-24,Rice (kg),35.7
2025-05-25,Rice (kg),44.5
2025-05-26,Rice (kg),39.0
2025-05-27,Rice (kg),44.4
2025-05-28,Rice (kg),35.3
2025-05-29,Rice (kg),34.4
2025-05-30,Rice (kg),34.4
2025-05-31,Rice (kg),37.2
2025-06-01,Rice (kg),35.9
2025-06-02,Rice (kg),30.2
2025-06-03,Rice (kg),30.6
2025-06-04,Rice (kg),28.0
2025-06-05,Rice (kg),33.7
2025-06-06,Rice (kg),41.5
2025-06-07,Rice (kg),43.0
2025-06-08,Rice (kg),39.5
2025-06-09,Rice (kg),38.1
2025-06-10,Rice (kg),38.1
2025-06-11,Rice (kg),27.7
2025-06-12,Rice (kg),32.6
2025-06-13,Rice (kg),34.7
2025-06-14,Rice (kg),35.7
2025-06-15,Rice (kg),40.4
2025-06-16,Rice (kg),33.1
2025-06-17,Rice (kg),39.5
2025-06-18,Rice (kg),41.8
2025-06-19,Rice (kg),35.3
2025-06-20,Rice (kg),38.8
2025-06-21,Rice (kg),39.0
2025-06-22,Rice (kg),39.5
2025-06-23,Rice (kg),35.9
2025-06-24,Rice (kg),30.6
2025-06-25,Rice (kg),35.9
2025-06-26,Rice (kg),32.6
2025-06-27,Rice (kg),43.8
2025-06-28,Rice (kg),45.1
2025-06-29,Rice (kg),46.6
2025-06-30,Rice (kg),33.1
2025-07-01,Rice (kg),28.3
2025-07-02,Rice (kg),27.0
2025-07-03,Rice (kg),32.6
2025-07-04,Rice (kg),34.2
2025-07-05,Rice (kg),33.3
2025-07-06,Rice (kg),38.5
2025-07-07,Rice (kg),30.0
2025-07-08,Rice (kg),36.8
2025-07-09,Rice (kg),41.9
2025-07-10,Rice (kg),33.3
2025-07-11,Rice (kg),41.5
2025-07-12,Rice (kg),34.0
2025-07-13,Rice (kg),41.1
2025-07-14,Rice (kg),31.7
2025-07-15,Rice (kg),30.1
2025-07-16,Rice (kg),27.2
2025-07-17,Rice (kg),41.1
2025-07-18,Rice (kg),34.4
2025-07-19,Rice (kg),36.1
2025-07-20,Rice (kg),41.0
2025-07-21,Rice (kg),36.3
2025-07-22,Rice (kg),36.4
2025-07-23,Rice (kg),35.7
2025-07-24,Rice (kg),31.9
2025-07-25,Rice (kg),44.6
2025-07-26,Rice (kg),42.4
2025-07-27,Rice (kg),36.0
2025-07-28,Rice (kg),42.3
2025-07-29,Rice (kg),34.7
2025-07-30,Rice (kg),39.9
2025-07-31,Rice (kg),30.5
2025-08-01,Rice (kg),37.7
2025-08-02,Rice (kg),40.3
2025-08-03,Rice (kg),39.9
2025-08-04,Rice (kg),40.9
2025-08-05,Rice (kg),30.5
2025-08-06,Rice (kg),37.8
2025-08-07,Rice (kg),33.2
2025-08-08,Rice (kg),45.5
2025-08-09,Rice (kg),44.4
2025-08-10,Rice (kg),41.6
2025-08-11,Rice (kg),46.8
2025-08-12,Rice (kg),37.9
2025-08-13,Rice (kg),42.6
2025-08-14,Rice (kg),33.1
2025-08-15,Rice (kg),44.1
2025-08-16,Rice (kg),45.1
2025-08-17,Rice (kg),45.5
2025-08-18,Rice (kg),37.8
2025-08-19,Rice (kg),36.0
2025-08-20,Rice (kg),27.1
2025-08-21,Rice (kg),37.4
2025-08-22,Rice (kg),42.2
2025-08-23,Rice (kg),45.1
2025-08-24,Rice (kg),49.7
2025-08-25,Rice (kg),49.3
2025-08-26,Rice (kg),42.8
2025-08-27,Rice (kg),44.9
2025-08-28,Rice (kg),43.6
2025-08-29,Rice (kg),50.2
2025-08-30,Rice (kg),49.8
2025-08-31,Rice (kg),46.6
2025-09-01,Rice (kg),40.6
2025-09-02,Rice (kg),43.4
2025-09-03,Rice (kg),49.5
2025-09-04,Rice (kg),45.7
2025-09-05,Rice (kg),55.2
2025-09-06,Rice (kg),43.8
2025-09-07,Rice (kg),50.2
2025-09-08,Rice (kg),45.0
2025-09-09,Rice (kg),45.7
2025-09-10,Rice (kg),38.3
2025-09-11,Rice (kg),36.7
2025-09-12,Rice (kg),41.8
2025-09-13,Rice (kg),48.9
2025-09-14,Rice (kg),60.1
2025-09-15,Rice (kg),45.8
2025-09-16,Rice (kg),40.3
2025-09-17,Rice (kg),46.8
2025-09-18,Rice (kg),44.4
2025-09-19,Rice (kg),52.5
2025-09-20,Rice (kg),50.3
2025-09-21,Rice (kg),47.1
2025-09-22,Rice (kg),44.4
2025-09-23,Rice (kg),49.6
2025-09-24,Rice (kg),48.2
2025-09-25,Rice (kg),52.1
2025-09-26,Rice (kg),49.2
2025-09-27,Rice (kg),57.9
2025-09-28,Rice (kg),54.2
2025-09-29,Rice (kg),48.9
2025-09-30,Rice (kg),53.4
2025-10-01,Rice (kg),48.1
2025-10-02,Rice (kg),49.9
2025-10-03,Rice (kg),57.7
2025-10-04,Rice (kg),57.9
2025-10-05,Rice (kg),58.8
2025-10-06,Rice (kg),55.0
2025-10-07,Rice (kg),52.2
2025-10-08,Rice (kg),48.5
2025-10-09,Rice (kg),60.3
2025-10-10,Rice (kg),56.6
2025-10-11,Rice (kg),58.5
2025-10-12,Rice (kg),54.2
2025-10-13,Rice (kg),42.7
2025-10-14,Rice (kg),48.5
2025-10-15,Rice (kg),52.1
2025-10-16,Rice (kg),54.2
2025-10-17,Rice (kg),58.4
2025-10-18,Rice (kg),61.7
2025-10-19,Rice (kg),62.7
2025-10-20,Rice (kg),56.9
2025-10-21,Rice (kg),53.2
2025-10-22,Rice (kg),53.7
2025-10-23,Rice (kg),52.7
2025-10-24,Rice (kg),56.3
2025-10-25,Rice (kg),65.7
2025-10-26,Rice (kg),55.2
2025-10-27,Rice (kg),54.1
2025-10-28,Rice (kg),55.5
2025-10-29,Rice (kg),46.2
2025-10-30,Rice (kg),57.9
2025-10-31,Rice (kg),59.8
2025-11-01,Rice (kg),62.3
2025-11-02,Rice (kg),60.2
2025-11-03,Rice (kg),49.6
2025-11-04,Rice (kg),56.7
2025-11-05,Rice (kg),56.5
2025-11-06,Rice (kg),60.3
2025-11-07,Rice (kg),64.4
2025-11-08,Rice (kg),55.9
2025-11-09,Rice (kg),67.2
2025-11-10,Rice (kg),60.2
2025-11-11,Rice (kg),60.2
2025-11-12,Rice (kg),59.3
2025-11-13,Rice (kg),54.7
2025-11-14,Rice (kg),65.8
2025-11-15,Rice (kg),62.4
2025-11-16,Rice (kg),75.5
2025-11-17,Rice (kg),57.2
2025-11-18,Rice (kg),53.8
2025-11-19,Rice (kg),57.1
2025-11-20,Rice (kg),64.3
2025-11-21,Rice (kg),62.4
2025-11-22,Rice (kg),55.1
2025-11-23,Rice (kg),70.9
2025-11-24,Rice (kg),60.4
2025-11-25,Rice (kg),57.3
2025-11-26,Rice (kg),62.2
2025-11-27,Rice (kg),55.8
2025-11-28,Rice (kg),60.9
2025-11-29,Rice (kg),69.6
2025-11-30,Rice (kg),63.8
2025-12-01,Rice (kg),62.1
2025-12-02,Rice (kg),60.1
2025-12-03,Rice (kg),63.5
2025-12-04,Rice (kg),60.7
2025-12-05,Rice (kg),58.2
2025-12-06,Rice (kg),69.2
2025-12-07,Rice (kg),64.7
2025-12-08,Rice (kg),64.2
2025-12-09,Rice (kg),61.2
2025-12-10,Rice (kg),66.5
2025-12-11,Rice (kg),59.6
2025-12-12,Rice (kg),58.8
2025-12-13,Rice (kg),65.8
2025-12-14,Rice (kg),69.2
2025-12-15,Rice (kg),59.8
2025-12-16,Rice (kg),59.4
2025-12-17,Rice (kg),67.2
2025-12-18,Rice (kg),60.7
2025-12-19,Rice (kg),71.6
2025-12-20,Rice (kg),68.0
2025-12-21,Rice (kg),61.7
2025-12-22,Rice (kg),57.8
2025-12-23,Rice (kg),60.3
2025-12-24,Rice (kg),62.8
2025-12-25,Rice (kg),58.4
2025-12-26,Rice (kg),62.0
2025-12-27,Rice (kg),63.6
2025-12-28,Rice (kg),65.6
2025-12-29,Rice (kg),58.2
2025-12-30,Rice (kg),59.4
2025-12-31,Rice (kg),69.2
2024-01-01,Flour (kg),39.9
2024-01-02,Flour (kg),33.3
2024-01-03,Flour (kg),38.2
2024-01-04,Flour (kg),47.7
2024-01-05,Flour (kg),52.1
2024-01-06,Flour (kg),47.6
2024-01-07,Flour (kg),40.1
2024-01-08,Flour (kg),28.0
2024-01-09,Flour (kg),36.1
2024-01-10,Flour (kg),37.5
2024-01-11,Flour (kg),28.4
2024-01-12,Flour (kg),40.1
2024-01-13,Flour (kg),47.9
2024-01-14,Flour (kg),34.8
2024-01-15,Flour (kg),27.7
2024-01-16,Flour (kg),37.7
2024-01-17,Flour (kg),41.4
2024-01-18,Flour (kg),39.9
2024-01-19,Flour (kg),54.0
2024-01-20,Flour (kg),57.4
2024-01-21,Flour (kg),53.3
2024-01-22,Flour (kg),36.3
2024-01-23,Flour (kg),50.6
2024-01-24,Flour (kg),47.9
2024-01-25,Flour (kg),43.4
2024-01-26,Flour (kg),42.8
2024-01-27,Flour (kg),50.1
2024-01-28,Flour (kg),35.1
2024-01-29,Flour (kg),35.6
2024-01-30,Flour (kg),22.6
2024-01-31,Flour (kg),34.9
2024-02-01,Flour (kg),43.6
2024-02-02,Flour (kg),47.5
2024-02-03,Flour (kg),57.0
2024-02-04,Flour (kg),47.2
2024-02-05,Flour (kg),37.8
2024-02-06,Flour (kg),35.3
2024-02-07,Flour (kg),40.2
2024-02-08,Flour (kg),36.8
2024-02-09,Flour (kg),54.1
2024-02-10,Flour (kg),56.5
2024-02-11,Flour (kg),49.0
2024-02-12,Flour (kg),30.0
2024-02-13,Flour (kg),40.0
2024-02-14,Flour (kg),44.7
2024-02-15,Flour (kg),40.4
2024-02-16,Flour (kg),48.1
2024-02-17,Flour (kg),52.0
2024-02-18,Flour (kg),54.1
2024-02-19,Flour (kg),20.5
2024-02-20,Flour (kg),45.2
2024-02-21,Flour (kg),40.6
2024-02-22,Flour (kg),38.8
2024-02-23,Flour (kg),42.4
2024-02-24,Flour (kg),47.0
2024-02-25,Flour (kg),49.2
2024-02-26,Flour (kg),26.6
2024-02-27,Flour (kg),39.9
2024-02-28,Flour (kg),35.7
2024-02-29,Flour (kg),44.0
2024-03-01,Flour (kg),49.1
2024-03-02,Flour (kg),43.9
2024-03-03,Flour (kg),45.2
2024-03-04,Flour (kg),38.6
2024-03-05,Flour (kg),35.5
2024-03-06,Flour (kg),37.8
2024-03-07,Flour (kg),30.2
2024-03-08,Flour (kg),36.8
2024-03-09,Flour (kg),40.8
2024-03-10,Flour (kg),35.5
2024-03-11,Flour (kg),29.3
2024-03-12,Flour (kg),36.0
2024-03-13,Flour (kg),24.0
2024-03-14,Flour (kg),26.3
2024-03-15,Flour (kg),48.0
2024-03-16,Flour (kg),40.3
2024-03-17,Flour (kg),43.3
2024-03-18,Flour (kg),25.8
2024-03-19,Flour (kg),26.8
2024-03-20,Flour (kg),31.1
2024-03-21,Flour (kg),42.6
2024-03-22,Flour (kg),45.4
2024-03-23,Flour (kg),32.6
2024-03-24,Flour (kg),45.2
2024-03-25,Flour (kg),37.9
2024-03-26,Flour (kg),36.4
2024-03-27,Flour (kg),24.8
2024-03-28,Flour (kg),31.6
2024-03-29,Flour (kg),54.7
2024-03-30,Flour (kg),36.2
2024-03-31,Flour (kg),43.7
2024-04-01,Flour (kg),27.1
2024-04-02,Flour (kg),23.8
2024-04-03,Flour (kg),28.7
2024-04-04,Flour (kg),37.4
2024-04-05,Flour (kg),48.1
2024-04-06,Flour (kg),35.7
2024-04-07,Flour (kg),38.0
2024-04-08,Flour (kg),25.4
2024-04-09,Flour (kg),18.2
2024-04-10,Flour (kg),34.2
2024-04-11,Flour (kg),39.8
2024-04-12,Flour (kg),49.3
2024-04-13,Flour (kg),37.4
2024-04-14,Flour (kg),48.0
2024-04-15,Flour (kg),36.5
2024-04-16,Flour (kg),27.8
2024-04-17,Flour (kg),29.7
2024-04-18,Flour (kg),27.4
2024-04-19,Flour (kg),41.0
2024-04-20,Flour (kg),50.3
2024-04-21,Flour (kg),33.8
2024-04-22,Flour (kg),22.1
2024-04-23,Flour (kg),34.4
2024-04-24,Flour (kg),29.4
2024-04-25,Flour (kg),17.6
2024-04-26,Flour (kg),32.8
2024-04-27,Flour (kg),33.8
2024-04-28,Flour (kg),35.0
2024-04-29,Flour (kg),30.5
2024-04-30,Flour (kg),34.4
2024-05-01,Flour (kg),27.4
2024-05-02,Flour (kg),29.2
2024-05-03,Flour (kg),33.7
2024-05-04,Flour (kg),44.2
2024-05-05,Flour (kg),46.1
2024-05-06,Flour (kg),26.4
2024-05-07,Flour (kg),23.4
2024-05-08,Flour (kg),40.2
2024-05-09,Flour (kg),33.3
2024-05-10,Flour (kg),32.3
2024-05-11,Flour (kg),27.4
2024-05-12,Flour (kg),35.7
2024-05-13,Flour (kg),34.6
2024-05-14,Flour (kg),24.0
2024-05-15,Flour (kg),25.8
2024-05-16,Flour (kg),24.2
2024-05-17,Flour (kg),41.0
2024-05-18,Flour (kg),45.4
2024-05-19,Flour (kg),29.4
2024-05-20,Flour (kg),25.2
2024-05-21,Flour (kg),25.7
2024-05-22,Flour (kg),23.1
2024-05-23,Flour (kg),19.6
2024-05-24,Flour (kg),41.6
2024-05-25,Flour (kg),37.6
2024-05-26,Flour (kg),40.9
2024-05-27,Flour (kg),35.6
2024-05-28,Flour (kg),24.3
2024-05-29,Flour (kg),29.7
2024-05-30,Flour (kg),24.0
2024-05-31,Flour (kg),35.8
2024-06-01,Flour (kg),38.3
2024-06-02,Flour (kg),35.3
2024-06-03,Flour (kg),17.2
2024-06-04,Flour (kg),35.3
2024-06-05,Flour (kg),27.1
2024-06-06,Flour (kg),19.3
2024-06-07,Flour (kg),22.9
2024-06-08,Flour (kg),36.0
2024-06-09,Flour (kg),40.0
2024-06-10,Flour (kg),32.1
2024-06-11,Flour (kg),32.8
2024-06-12,Flour (kg),23.8
2024-06-13,Flour (kg),29.9
2024-06-14,Flour (kg),26.8
2024-06-15,Flour (kg),36.9
2024-06-16,Flour (kg),41.5
2024-06-17,Flour (kg),22.3
2024-06-18,Flour (kg),25.0
2024-06-19,Flour (kg),26.6
2024-06-20,Flour (kg),26.8
2024-06-21,Flour (kg),45.0
2024-06-22,Flour (kg),29.5
2024-06-23,Flour (kg),44.1
2024-06-24,Flour (kg),18.5
2024-06-25,Flour (kg),22.0
2024-06-26,Flour (kg),21.4
